PMID,Author Name,Last Name,Author Order,Institution,Country,Is Corresponding,Affiliation
40240610,Thorhauge KH,Thorhauge,3,Centre for Liver Research,Denmark,False,"Department of Gastroenterology and Hepatology, Centre for Liver Research, Odense, Denmark."
40240610,Steigerwald S,Steigerwald,4,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Fromme M,Fromme,5,University Hospital RWTH,Germany,False,"Medical Clinic III, Gastroenterology, Metabolic Diseases and Intensive Care, University Hospital RWTH, AachenHealth Care Provider of the European Reference Network on Rare Liver Disorders (ERN RARE LIVER), Aachen, Germany."
40240610,Lebedev M,Lebedev,6,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Weiss CAM,Weiss,7,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Oeller M,Oeller,8,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Wahle M,Wahle,9,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Metousis A,Metousis,10,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Zwiebel M,Zwiebel,11,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Schmacke NA,Schmacke,12,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
40240610,Detlefsen S,Detlefsen,13,University of Southern Denmark,Denmark,False,"Department of Clinical Research, Faculty of Health Sciences, University of Southern Denmark, Odense, Denmark."
40240610,Boor P,Boor,14,Aachen University,Germany,False,"Institute of Pathology, University Hospital Aachen RWTH, Aachen University, Aachen, Germany."
40240610,Fabián O,Fabián,15,Institute for Clinical and Experimental Medicine,Czech Republic,False,"Clinical and Transplant Pathology Centre, Institute for Clinical and Experimental Medicine, Prague, Czech Republic."
40240610,Fraňková S,Fraňková,16,Institute for Clinical and Experimental Medicine,Czech Republic,False,"Department of Hepatogastroenterology, Institute for Clinical and Experimental Medicine, Prague, Czech Republic."
40240610,Krag A,Krag,17,Centre for Liver Research,Denmark,False,"Department of Gastroenterology and Hepatology, Centre for Liver Research, Odense, Denmark."
40240610,Strnad P,Strnad,18,University Hospital RWTH,Germany,False,"Medical Clinic III, Gastroenterology, Metabolic Diseases and Intensive Care, University Hospital RWTH, AachenHealth Care Provider of the European Reference Network on Rare Liver Disorders (ERN RARE LIVER), Aachen, Germany."
40240610,Mann M,Mann,19,Max Planck Institute of Biochemistry,Germany,True,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany. mmann@biochem.mpg.de."
40027887,Boottanun P,Boottanun,1,National Institute of Advanced Industrial Science and Technology (AIST),Japan,False,"Molecular and Cellular Glycoproteomics Research Group, Cellular and Molecular Biotechnology Research Institute, National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Ibaraki 305-8565, Japan."
40027887,Fuseya S,Fuseya,2,National Institute of Advanced Industrial Science and Technology (AIST),Japan,False,"Molecular and Cellular Glycoproteomics Research Group, Cellular and Molecular Biotechnology Research Institute, National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Ibaraki 305-8565, Japan."
40027887,Kuno A,Kuno,3,National Institute of Advanced Industrial Science and Technology (AIST),Japan,False,"Molecular and Cellular Glycoproteomics Research Group, Cellular and Molecular Biotechnology Research Institute, National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Ibaraki 305-8565, Japan."
40536875,Zheng X,Zheng,1,Aarhus University,Denmark,True,"Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, 2200 Copenhagen, Denmark; Department of Biomedicine, Aarhus University, 8000 Aarhus, Denmark. Electronic address: xiang.zheng@cpr.ku.dk."
40536875,Mund A,Mund,2,BioInnovation Institute,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, 2200 Copenhagen, Denmark; OmicVision Biosciences, BioInnovation Institute, 2200 Copenhagen, Denmark."
40536875,Mann M,Mann,3,Max Planck Institute of Biochemistry,Germany,False,"Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, 2200 Copenhagen, Denmark; Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany."
40578359,Schweizer L,Schweizer,1,The University of Chicago,United States,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany; Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Kenny HA,Kenny,2,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Krishnan R,Krishnan,3,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Kelliher L,Kelliher,4,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Bilecz AJ,Bilecz,5,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Heide J,Heide,6,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Donle L,Donle,7,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Shimizu A,Shimizu,8,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Metousis A,Metousis,9,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany."
40578359,Mendoza R,Mendoza,10,The University of Chicago,United States,False,"Department of Pathology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Nordmann TM,Nordmann,11,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany."
40578359,Rauch S,Rauch,12,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Richter S,Richter,13,Technical University of Munich,Germany,False,"Institute of Computational Biology, Computational Health Center, Helmholtz Munich, 85764 Neuherberg, Germany; TUM School of Life Sciences Weihenstephan, Technical University of Munich, 85354 Freising, Germany."
40578359,Li Y,Li,14,The University of Chicago,United States,False,"Center for Research Informatics, The University of Chicago, 60637 Chicago, IL, USA."
40578359,Rosenberger FA,Rosenberger,15,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany."
40578359,Strauss MT,Strauss,16,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, 2200 Copenhagen, Denmark."
40578359,Kurnit KC,Kurnit,17,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Thielert M,Thielert,18,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany."
40578359,Rodriguez E,Rodriguez,19,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany."
40578359,Müller-Reif JB,Müller-Reif,20,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany."
40578359,Yamada SD,Yamada,21,The University of Chicago,United States,False,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Theis FJ,Theis,22,Technical University of Munich,Germany,False,"Institute of Computational Biology, Computational Health Center, Helmholtz Munich, 85764 Neuherberg, Germany; TUM School of Life Sciences Weihenstephan, Technical University of Munich, 85354 Freising, Germany."
40578359,Mund A,Mund,23,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, 2200 Copenhagen, Denmark."
40578359,Lastra RR,Lastra,24,The University of Chicago,United States,False,"Department of Pathology, The University of Chicago, Chicago, IL 60637, USA."
40578359,Mann M,Mann,25,University of Copenhagen,Denmark,True,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany; Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, 2200 Copenhagen, Denmark. Electronic address: mmann@biochem.mpg.de."
40578359,Lengyel E,Lengyel,26,The University of Chicago,United States,True,"Department of Obstetrics and Gynecology/Section of Gynecologic Oncology, The University of Chicago, Chicago, IL 60637, USA. Electronic address: elengyel@uchicago.edu."
39252972,Kabatnik S,Kabatnik,1,University of Copenhagen,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health Science, University of Copenhagen, Copenhagen, Denmark."
39252972,Post F,Post,2,University of Copenhagen,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health Science, University of Copenhagen, Copenhagen, Denmark."
39252972,Drici L,Drici,3,University of Copenhagen,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health Science, University of Copenhagen, Copenhagen, Denmark."
39252972,Bartels AS,Bartels,4,University of Copenhagen,Denmark,False,"Precision Cancer Medicine Laboratory, Department of Drug Design and Pharmacology, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
39252972,Strauss MT,Strauss,5,University of Copenhagen,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health Science, University of Copenhagen, Copenhagen, Denmark."
39252972,Zheng X,Zheng,6,University of Copenhagen,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health Science, University of Copenhagen, Copenhagen, Denmark."
39252972,Madsen GI,Madsen,7,Odense University Hospital,Denmark,False,"Department of Pathology, Odense University Hospital, Odense, Denmark."
39252972,Mund A,Mund,8,University of Copenhagen,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health Science, University of Copenhagen, Copenhagen, Denmark."
39252972,Rosenberger FA,Rosenberger,9,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
39252972,Moreira J,Moreira,10,University of Copenhagen,Denmark,False,"Precision Cancer Medicine Laboratory, Department of Drug Design and Pharmacology, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
39252972,Mann M,Mann,11,University of Copenhagen,Denmark,False,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health Science, University of Copenhagen, Copenhagen, Denmark."
PPR1051520,Valdes DS,Valdes,1,,Unknown,False,", Hypertension-mediated end organ damage Group, ,"
PPR1051520,Nimo J,Nimo,2,,Unknown,False,", Spatial Proteomics Group, ,"
PPR1051520,Nonn O,Nonn,3,Experimental and Clinical Research Center,Unknown,False,"Experimental and Clinical Research Center, a cooperation between the and the , ,"
PPR1051520,Ulrich J,Ulrich,4,,Unknown,False,", Hypertension-mediated end organ damage Group, ,"
PPR1051520,Forstner D,Forstner,5,Gottfried Schatz Research Center,Unknown,False,"Division of Cell Biology, Histology and Embryology, Gottfried Schatz Research Center, , ,"
PPR1051520,Haider S,Haider,6,Department of Obstetrics and Gynaecology,Unknown,False,"Department of Obstetrics and Gynaecology, Reproductive Biology Unit, , ,"
PPR1051520,Ressler M,Ressler,7,Institute of Biomedical Science,Unknown,False,"Institute of Biomedical Science, Department of Health Studies, , ,"
PPR1051520,Pignitter M,Pignitter,8,Department of Physiological Chemistry,Unknown,False,"Department of Physiological Chemistry, Faculty of Chemistry, , ,"
PPR1051520,Müller DN,Müller,9,,Unknown,False,", Hypertension-mediated end organ damage Group, ,"
PPR1051520,Dechend R,Dechend,10,,Unknown,False,", Hypertension-mediated end organ damage Group, ,"
PPR1051520,Gauster M,Gauster,11,Gottfried Schatz Research Center,Unknown,False,"Division of Cell Biology, Histology and Embryology, Gottfried Schatz Research Center, , ,"
PPR1051520,Coscia F,Coscia,12,,Unknown,False,", Spatial Proteomics Group, ,"
PPR1051520,Herse F,Herse,13,,Unknown,False,", Hypertension-mediated end organ damage Group, ,"
37909047,Makhmut A,Makhmut,1,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
37909047,Qin D,Qin,2,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
37909047,Fritzsche S,Fritzsche,3,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
37909047,Nimo J,Nimo,4,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
37909047,König J,König,5,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
37909047,Coscia F,Coscia,6,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,True,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany. Electronic address: fabian.coscia@mdc-berlin.de."
40229558,Horvath P,Horvath,1,HUN-REN,Unknown,True,"Synthetic and Systems Biology Unit, Biological Research Centre, HUN-REN, Szeged, Hungary. horvath.peter@brc.hu."
40229558,Coscia F,Coscia,2,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,True,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany. fabian.coscia@mdc-berlin.de."
37683827,Nordmann TM,Nordmann,1,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37683827,Schweizer L,Schweizer,2,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37683827,Metousis A,Metousis,3,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37683827,Thielert M,Thielert,4,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37683827,Rodriguez E,Rodriguez,5,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37683827,Rahbek-Gjerdrum LM,Rahbek-Gjerdrum,6,Zealand University Hospital,Denmark,False,"Department of Pathology, Zealand University Hospital, Roskilde, Denmark."
37683827,Stadler PC,Stadler,7,University Hospital,Germany,False,"Department of Dermatology and Allergy, University Hospital, LMU Munich, Germany."
37683827,Bzorek M,Bzorek,8,Zealand University Hospital,Denmark,False,"Department of Pathology, Zealand University Hospital, Roskilde, Denmark."
37683827,Mund A,Mund,9,University of Copenhagen,Denmark,False,"Proteomics Program, Faculty of Health and Medical Sciences, Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Copenhagen, Denmark."
37683827,Rosenberger FA,Rosenberger,10,Max Planck Institute of Biochemistry,Germany,True,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany. Electronic address: rosenberger@biochem.mpg.de."
37683827,Mann M,Mann,11,University of Copenhagen,Denmark,True,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany; Proteomics Program, Faculty of Health and Medical Sciences, Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Copenhagen, Denmark. Electronic address: mmann@biochem.mpg.de."
39415009,Nordmann TM,Nordmann,1,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,True,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany. nordmann@biochem.mpg.de."
39415009,Anderton H,Anderton,2,Walter and Eliza Hall Institute of Medical Research,Australia,False,"Inflammation division, Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria, Australia."
39415009,Hasegawa A,Hasegawa,3,Niigata University Graduate School of Medical and Dental Sciences,Japan,False,"Division of Dermatology, Niigata University Graduate School of Medical and Dental Sciences, Niigata, Japan."
39415009,Schweizer L,Schweizer,4,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Zhang P,Zhang,5,The First Affiliated Hospital of Fujian Medical University,China,False,"Department of Dermatology, The First Affiliated Hospital of Fujian Medical University, Fuzhou, China."
39415009,Stadler PC,Stadler,6,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Sinha A,Sinha,7,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Metousis A,Metousis,8,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Rosenberger FA,Rosenberger,9,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Zwiebel M,Zwiebel,10,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Satoh TK,Satoh,11,Ludwig Maximilian University (LMU) Munich,Germany,False,"Department of Dermatology and Allergy, University Hospital, Ludwig Maximilian University (LMU) Munich, Munich, Germany."
39415009,Anzengruber F,Anzengruber,12,University of Zurich,Switzerland,False,"Department of Dermatology, University Hospital Zurich, University of Zurich, Zurich, Switzerland."
39415009,Strauss MT,Strauss,13,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Faculty of Health and Medical Sciences, Copenhagen, Denmark."
39415009,Tanzer MC,Tanzer,14,Walter and Eliza Hall Institute of Medical Research,Australia,False,"Inflammation division, Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria, Australia."
39415009,Saito Y,Saito,15,Niigata University Graduate School of Medical and Dental Sciences,Japan,False,"Division of Dermatology, Niigata University Graduate School of Medical and Dental Sciences, Niigata, Japan."
39415009,Gong T,Gong,16,The First Affiliated Hospital of Fujian Medical University,China,False,"Department of Dermatology, The First Affiliated Hospital of Fujian Medical University, Fuzhou, China."
39415009,Thielert M,Thielert,17,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Kimura H,Kimura,18,Niigata University Graduate School of Medical and Dental Sciences,Japan,False,"Division of Dermatology, Niigata University Graduate School of Medical and Dental Sciences, Niigata, Japan."
39415009,Silke N,Silke,19,Walter and Eliza Hall Institute of Medical Research,Australia,False,"Inflammation division, Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria, Australia."
39415009,Rodriguez EH,Rodriguez,20,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Restivo G,Restivo,21,University of Zurich,Switzerland,False,"Department of Dermatology, University Hospital Zurich, University of Zurich, Zurich, Switzerland."
39415009,Nguyen HH,Nguyen,22,Niigata University Graduate School of Medical and Dental Sciences,Japan,False,"Division of Dermatology, Niigata University Graduate School of Medical and Dental Sciences, Niigata, Japan."
39415009,Gross A,Gross,23,Max Planck Institute of Biochemistry,Germany,False,"Immunoregulation Research Group, Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Feldmeyer L,Feldmeyer,24,University of Bern,Switzerland,False,"Department of Dermatology, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland."
39415009,Joerg L,Joerg,25,University of Bern,Switzerland,False,"Division of Allergology and Clinical Immunology, Department of Pneumology, Allergology and Clinical Immunology, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland."
39415009,Levesque MP,Levesque,26,University of Zurich,Switzerland,False,"Department of Dermatology, University Hospital Zurich, University of Zurich, Zurich, Switzerland."
39415009,Murray PJ,Murray,27,Max Planck Institute of Biochemistry,Germany,False,"Immunoregulation Research Group, Max Planck Institute of Biochemistry, Martinsried, Germany."
39415009,Ingen-Housz-Oro S,Ingen-Housz-Oro,28,Henri Mondor Hospital,France,False,"Dermatology Department, AP-HP, Henri Mondor Hospital, Créteil, France."
39415009,Mund A,Mund,29,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Faculty of Health and Medical Sciences, Copenhagen, Denmark."
39415009,Abe R,Abe,30,Niigata University Graduate School of Medical and Dental Sciences,Japan,False,"Division of Dermatology, Niigata University Graduate School of Medical and Dental Sciences, Niigata, Japan."
39415009,Silke J,Silke,31,Walter and Eliza Hall Institute of Medical Research,Australia,False,"Inflammation division, Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria, Australia."
39415009,Ji C,Ji,32,The First Affiliated Hospital of Fujian Medical University,China,True,"Department of Dermatology, The First Affiliated Hospital of Fujian Medical University, Fuzhou, China. jichaofy@fjmu.edu.cn."
39415009,French LE,French,33,Ludwig Maximilian University (LMU) Munich,Germany,True,"Department of Dermatology and Allergy, University Hospital, Ludwig Maximilian University (LMU) Munich, Munich, Germany. Lars.French@med.uni-muenchen.de."
39415009,Mann M,Mann,34,Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry,Germany,True,"Department of Proteomics and Signal Transduction; Max Planck Institute of Biochemistry, Martinsried, Germany. mmann@biochem.mpg.de."
38513891,Makhmut A,Makhmut,1,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
38513891,Qin D,Qin,2,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,False,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany."
38513891,Hartlmayr D,Hartlmayr,3,Cellenion SASU,France,False,"Cellenion SASU, Lyon, France."
38513891,Seth A,Seth,4,Cellenion SASU,France,False,"Cellenion SASU, Lyon, France."
38513891,Coscia F,Coscia,5,Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC),Germany,True,"Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association (MDC), Spatial Proteomics Group, Berlin, Germany. Electronic address: fabian.coscia@mdc-berlin.de."
37783884,Rosenberger FA,Rosenberger,1,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Thielert M,Thielert,2,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Strauss MT,Strauss,3,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
37783884,Schweizer L,Schweizer,4,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Ammar C,Ammar,5,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Mädler SC,Mädler,6,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Metousis A,Metousis,7,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Skowronek P,Skowronek,8,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Wahle M,Wahle,9,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Madden K,Madden,10,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Gote-Schniering J,Gote-Schniering,11,Helmholtz Munich; Member of the German Center for Lung Research (DZL),Germany,False,"Comprehensive Pneumology Center (CPC) / Institute of Lung Health and Immunity (LHI), Helmholtz Munich; Member of the German Center for Lung Research (DZL), Munich, Germany."
37783884,Semenova A,Semenova,12,Helmholtz Munich; Member of the German Center for Lung Research (DZL),Germany,False,"Comprehensive Pneumology Center (CPC) / Institute of Lung Health and Immunity (LHI), Helmholtz Munich; Member of the German Center for Lung Research (DZL), Munich, Germany."
37783884,Schiller HB,Schiller,13,Helmholtz Munich; Member of the German Center for Lung Research (DZL),Germany,False,"Comprehensive Pneumology Center (CPC) / Institute of Lung Health and Immunity (LHI), Helmholtz Munich; Member of the German Center for Lung Research (DZL), Munich, Germany."
37783884,Rodriguez E,Rodriguez,14,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Nordmann TM,Nordmann,15,Max Planck Institute of Biochemistry,Germany,False,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37783884,Mund A,Mund,16,University of Copenhagen,Denmark,False,"Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark."
37783884,Mann M,Mann,17,Max Planck Institute of Biochemistry,Germany,True,"Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany. mmann@biochem.mpg.de."
37602975,Thielert M,Thielert,1,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Itang EC,Itang,2,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
37602975,Ammar C,Ammar,3,Max Planck Institute of Biochemistry,Germany,False,"Department of Proteomics and Signal Transduction, Max Planck Institute of Biochemistry, Martinsried, Germany."
